1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244
73,37,138,35,129,104,116,151,148,82,170,172,170,221,82,42,125,148,116,103,70,187,95,82,42,138,125,125,116,106,119,52,62,116,62,54,91,125,85,119,169,91,176,169,45,29,25,61,82,70,103,125,103,70,37,42,52,103,103,103,17,17,116,42,73,147,169,103,106,150,140,147,147,128,169,128,52,37,64,119,94,82,29,169,37,70,84,94,124,37,118,128,128,61,42,64,128,115,171,42,106,115,27,239,70,27,90,61,128,70,124,61,81,84,105,105,61,51,118,168,90,208,124,179,81,45,70,146,146,146,102,53,124,102,70,81,124,149,102,64,81,139,102,188,115,64,128,70,139,42,124,35,149,136,93,127,136,118,53,127,168,51,136,146,53,118,136,175,146,93,127,149,84,51,89,93,105,93,136,139,102,84,24,105,84,114,175,81,72,114,123,194,214,136,93,89,69,123,149,61,69,123,42,105,175,61,114,69,117,123,127,114,24,185,63,136,127,187,157,136,117,69,63,63,145,44,123,117,148,89,102,83,145,63,63,89,207,157,72,80,191,145,83,159,214,114,63,80,123,60,126,157,186,53,80,148,123,101,83,51,37,37,36,104,211,126,169,219,35,24,177,63,53,114,117,53,53,193,193,116,104,122,147,92,71,220,208,147,147,71,104,101,63,80,126,176,213,122,71,83,34,138,156,113,138,211,200,122,144,116,44,44,156,168,103,186,158,166,166,156,60,60,126,168,168,158,193,176,158,29,36,83,29,34,80,88,50,63,158,166,103,168,52,44,52,80,158,34,22,92,116
170,104,116,116,104,177,62,138,125,125,141,148,103,65,116,209,11,187,106,82,54,138,29,141,62,106,91,177,42,28,94,62,94,141,94,64,73,70,103,103,106,82,176,138,25,61,23,17,116,54,90,169,116,42,17,45,52,52,52,116,37,37,73,70,106,179,140,70,73,147,137,147,186,137,82,61,90,70,61,85,70,82,42,61,82,106,82,90,42,124,140,42,103,115,61,115,124,64,84,169,42,37,188,42,124,64,13,64,169,118,64,70,140,90,53,61,94,105,90,149,42,124,64,42,16,42,94,140,81,118,105,90,168,105,84,102,124,178,27,149,124,94,168,124,115,51,84,118,37,146,64,70,118,105,115,194,118,72,64,102,139,61,127,139,72,146,105,89,115,158,84,102,84,27,93,191,149,89,105,149,139,61,37,64,51,114,117,72,146,81,89,191,191,170,136,69,146,139,117,81,114,187,139,105,114,42,64,167,72,69,148,81,69,123,72,69,72,157,187,139,114,89,81,35,102,117,69,123,138,117,148,127,207,101,123,127,212,135,117,117,117,145,101,157,200,177,60,63,101,138,114,223,169,44,145,159,220,101,51,24,29,83,83,44,232,224,148,145,135,22,63,72,122,92,63,53,51,166,83,92,166,145,69,126,186,158,218,92,166,83,71,71,104,63,168,113,113,147,60,101,80,63,166,156,80,126,166,223,235,116,71,63,186,223,122,158,176,116,92,101,137,116,41,44,126,144,168,71,29,103,29,71,27,52,71,63,60,168,88,52,36,168,100,52,34,44,100,63,82,116,24
95,125,116,148,177,54,170,116,65,62,42,52,82,116,125,62,35,148,106,23,129,125,45,103,23,95,141,28,159,62,42,91,150,169,91,52,141,70,62,37,85,141,85,61,54,35,35,1,90,106,90,129,94,82,52,64,82,29,106,103,85,137,116,125,52,73,125,125,125,119,90,147,171,82,116,103,42,85,169,90,42,73,84,52,90,61,106,103,35,84,106,82,61,118,103,54,70,106,94,106,52,52,106,90,176,124,52,64,115,115,70,27,84,137,128,103,90,105,37,35,146,61,90,27,137,64,124,192,53,45,81,160,42,124,186,118,90,118,128,188,149,139,146,118,175,185,136,81,102,102,81,149,35,45,127,118,64,81,105,70,139,149,53,53,90,105,69,127,136,118,24,115,105,64,89,158,168,139,89,146,146,53,105,102,84,89,115,185,35,16,61,209,191,146,72,61,117,123,84,114,102,139,139,61,72,93,61,145,136,117,61,127,117,61,105,89,117,159,185,139,53,63,81,63,61,51,117,123,93,157,157,89,145,114,123,83,148,138,169,101,44,138,145,104,157,186,117,41,63,69,126,167,93,186,159,126,208,72,22,72,35,92,145,69,135,167,224,145,104,12,104,83,17,148,101,80,60,148,158,218,166,51,116,135,88,63,235,186,92,27,60,126,173,101,29,36,144,213,126,17,80,186,138,101,63,80,208,158,116,168,156,166,147,116,166,173,219,101,101,103,103,137,183,137,103,147,158,158,52,34,44,36,22,44,101,103,125,92,41,103,44,60,92,52,88,116,92,125,113,113,60
70,42,91,116,129,116,52,138,52,37,70,82,116,129,91,141,170,62,85,187,54,62,95,95,42,138,35,141,54,94,91,103,103,62,52,73,103,116,29,116,106,28,176,17,116,82,94,9,45,137,119,103,129,116,103,70,23,45,161,61,125,188,147,82,64,42,125,128,73,70,90,186,137,54,61,70,90,103,106,90,27,42,70,171,29,94,116,64,61,118,106,73,64,64,81,61,81,81,64,137,150,70,27,124,137,22,52,171,128,115,118,140,128,103,124,147,94,42,128,124,37,70,90,51,29,64,103,128,90,51,61,51,124,102,51,90,124,170,124,81,124,94,72,136,192,35,94,124,118,64,170,81,136,127,45,72,146,118,124,90,146,168,93,118,149,69,81,168,136,51,45,123,72,139,139,149,160,160,115,118,168,146,69,136,146,69,64,146,81,114,123,157,191,209,136,89,114,105,105,146,139,117,178,136,37,127,53,114,167,105,69,105,117,93,84,42,194,223,81,69,89,53,29,61,44,51,123,102,80,117,63,145,148,63,83,69,135,159,72,63,104,148,148,138,135,80,69,24,44,89,114,184,80,148,123,114,83,117,51,37,53,104,177,122,148,169,157,138,104,72,53,16,148,72,80,135,83,138,166,156,138,104,147,122,44,156,101,199,104,27,126,158,83,80,60,147,92,206,138,29,88,211,166,147,122,92,104,147,193,166,168,173,122,176,147,190,199,144,144,156,113,147,168,173,92,80,166,103,134,44,50,29,41,63,92,92,44,41,50,80,92,103,63,36,92,100,116,173,52,71,92
82,45,104,119,125,187,106,28,95,116,125,116,62,91,95,70,141,141,125,103,82,129,45,116,54,54,91,116,177,150,73,42,70,62,129,103,52,73,106,116,45,37,138,125,125,61,103,2,94,106,103,137,169,125,103,35,45,128,119,73,171,85,70,176,106,73,128,85,116,61,150,171,73,27,27,54,124,94,61,119,90,90,61,35,94,103,42,42,115,84,103,54,81,90,81,128,103,61,81,171,90,106,61,103,70,90,42,169,103,73,81,81,51,81,84,45,61,103,42,84,168,115,124,103,103,115,146,115,105,115,81,37,35,137,118,94,146,84,81,140,124,115,146,102,158,84,158,102,115,118,64,81,90,61,194,178,124,124,124,158,201,93,158,160,69,115,93,136,53,149,89,64,102,178,139,89,102,139,175,127,123,158,149,136,149,93,136,114,123,123,146,93,208,93,105,72,72,149,149,139,117,69,145,61,185,72,69,139,127,105,22,136,127,102,72,117,159,185,167,72,83,81,51,37,117,148,83,135,123,29,72,159,159,83,69,123,127,83,60,83,127,138,167,157,104,89,69,41,63,69,117,167,80,63,117,72,44,92,51,53,148,138,89,72,104,207,190,193,186,138,29,117,135,51,80,126,104,158,169,156,138,148,126,116,184,135,83,186,126,92,122,184,135,156,83,80,116,126,116,60,44,166,219,147,80,51,158,147,104,156,126,186,137,144,113,80,200,147,116,158,92,208,208,144,147,83,156,200,200,168,147,103,125,24,36,60,103,103,71,28,116,41,41,92,50,52,82,92,63,71,134
91,104,37,54,104,62,170,116,62,172,141,62,91,125,125,85,103,138,91,116,73,129,62,70,54,116,125,37,62,103,106,70,147,125,70,91,91,125,94,52,85,91,210,116,103,90,82,116,103,52,125,169,147,90,103,140,82,137,73,125,140,85,125,176,61,171,82,147,209,147,82,64,64,61,64,90,106,70,94,94,161,29,106,52,169,52,116,61,137,35,61,94,52,94,90,128,84,42,81,103,90,140,115,118,176,115,42,103,115,124,42,53,61,61,42,29,61,90,90,61,51,128,103,90,171,22,53,128,128,61,24,70,178,53,64,140,146,124,81,72,168,175,81,70,105,146,124,102,128,115,118,178,105,45,93,136,146,158,136,105,158,194,84,93,72,175,175,27,105,93,127,51,127,118,44,69,53,42,136,149,89,115,209,89,127,115,81,105,84,84,146,146,191,117,136,84,72,114,136,61,44,146,178,72,17,123,105,139,64,209,102,51,185,72,136,51,159,200,194,159,81,177,61,148,63,114,187,169,83,135,117,138,114,114,80,117,93,69,93,117,138,138,159,104,93,101,104,37,63,89,44,117,184,72,69,72,80,114,104,126,174,114,53,83,104,169,200,201,169,135,72,69,72,101,101,92,114,89,166,186,148,145,156,147,158,104,199,147,104,213,69,158,80,135,41,116,138,83,83,71,63,92,156,138,138,199,126,199,104,83,158,224,68,156,80,113,83,199,168,176,186,176,144,126,144,116,193,183,168,168,219,137,41,34,122,36,22,41,71,52,137,83,28,60,17,36,116,60,52,134,34
11,125,52,37,106,28,25,52,125,148,148,116,103,42,42,62,141,125,119,159,170,70,119,125,129,148,73,91,138,106,62,82,116,116,94,119,106,106,82,103,138,103,61,138,125,103,61,103,106,116,171,106,119,61,27,90,85,23,90,103,116,103,125,147,37,137,106,192,116,147,42,54,119,124,94,52,70,70,37,42,128,22,169,147,45,118,140,103,128,90,35,128,90,84,84,64,90,94,35,61,103,84,159,150,150,70,73,137,124,118,106,29,42,137,84,90,147,103,124,42,103,61,90,90,84,118,81,24,105,42,90,42,53,168,115,118,118,81,84,192,61,84,124,94,168,136,115,64,84,139,136,128,124,64,51,139,158,136,102,185,185,185,160,72,149,81,149,158,115,123,105,146,93,146,127,81,42,53,115,123,115,118,123,93,139,93,51,123,61,64,117,175,185,146,93,72,146,136,84,114,84,114,139,139,37,102,139,72,191,22,175,61,69,84,102,136,127,117,191,214,169,159,102,177,41,136,187,127,63,138,114,127,72,177,114,104,148,72,117,127,104,145,159,104,80,44,101,24,135,60,126,190,186,63,117,69,114,148,135,126,89,93,122,89,89,145,159,193,148,117,69,53,104,80,80,92,92,138,184,193,145,126,147,126,83,147,213,201,138,190,92,166,166,126,92,122,147,126,138,186,80,27,126,193,138,147,168,101,83,208,134,176,186,71,193,147,168,200,83,199,176,116,166,83,137,206,176,137,103,166,192,41,83,122,24,137,103,88,92,52,60,92,113,50,63,125,183,82,28,5,34
106,62,116,18,54,9,138,95,95,119,151,129,52,141,138,54,106,106,62,42,91,170,162,148,82,62,103,103,28,42,62,73,150,125,37,62,82,82,129,94,11,189,125,90,103,106,159,94,45,42,103,103,82,52,25,27,52,54,70,52,61,128,64,70,137,161,137,116,73,61,52,61,116,90,54,35,128,171,90,42,73,119,73,52,90,90,90,94,70,94,64,61,115,106,84,45,137,171,22,84,73,84,128,159,115,70,64,147,118,118,52,45,84,115,124,103,103,45,105,84,103,24,186,18,81,29,179,51,84,140,35,84,118,140,186,105,64,51,158,118,160,72,188,84,84,118,29,51,70,149,102,158,149,115,115,84,127,158,124,105,158,149,90,69,136,187,81,51,61,115,105,168,105,115,136,61,42,93,105,53,81,81,93,115,115,115,115,123,117,89,123,178,149,93,81,93,185,175,84,89,127,136,148,139,72,53,139,84,157,93,139,64,61,185,127,44,51,61,145,167,89,148,44,51,12,89,51,114,148,117,24,145,89,117,104,114,123,89,63,83,114,174,208,135,101,123,17,69,80,44,246,177,80,148,159,41,123,157,135,117,89,145,193,83,83,148,126,148,159,145,117,72,117,72,101,72,72,101,135,148,104,83,104,60,116,156,144,169,138,144,138,144,126,83,144,158,147,158,144,135,113,126,168,186,158,101,168,183,53,92,147,134,147,134,101,176,168,168,126,186,224,137,92,156,156,199,134,113,122,134,176,103,125,83,185,137,60,44,34,24,166,137,113,134,147,147,147,134,24,10,144
187,70,65,37,187,52,25,129,129,91,119,177,119,65,62,85,62,116,45,148,11,129,116,116,116,106,54,62,70,187,119,125,150,54,70,116,94,54,62,62,129,73,103,90,61,176,35,17,54,82,90,103,27,27,35,13,42,73,42,125,116,52,140,82,116,147,54,42,150,137,103,52,45,85,90,124,147,137,90,54,128,119,64,94,103,61,54,82,45,61,94,54,61,90,94,106,90,94,103,64,42,124,84,150,124,70,128,106,73,64,52,115,61,84,90,61,70,124,42,81,90,103,118,90,137,11,115,64,94,84,70,105,115,105,94,53,42,70,146,140,94,160,136,37,192,72,70,124,105,158,90,115,139,139,149,81,81,146,139,93,136,212,93,102,170,69,90,93,228,102,123,72,170,160,118,53,53,127,160,136,158,89,127,89,89,200,136,81,117,93,89,149,127,84,105,136,105,123,136,114,93,127,139,123,139,69,53,89,89,117,127,102,127,81,117,61,27,72,123,83,42,185,136,29,29,41,104,127,69,41,169,69,72,41,148,159,117,37,72,117,127,135,174,169,93,35,41,135,37,89,212,138,184,83,145,60,117,83,138,135,117,148,138,101,63,83,63,104,224,213,53,117,63,135,122,53,44,69,92,51,69,69,101,53,144,156,126,92,135,169,80,116,80,116,116,122,80,116,176,116,71,113,138,158,184,166,147,83,122,126,147,158,176,166,134,137,193,186,134,116,134,103,29,88,176,166,122,103,168,156,137,144,147,101,125,24,44,41,88,100,125,113,44,60,185,137,92,134,50,185,71
177,104,85,129,119,70,129,129,104,54,42,116,170,25,52,170,54,52,35,125,91,23,170,62,62,138,52,65,187,138,94,91,141,37,91,54,177,62,62,82,54,129,61,45,106,52,61,17,18,42,90,125,29,4,90,90,29,119,42,52,17,179,70,179,119,90,64,116,90,27,64,90,85,116,140,90,29,61,94,82,159,128,64,64,52,90,61,61,64,82,61,64,84,103,90,103,81,84,64,35,81,124,70,128,128,84,147,106,42,42,124,90,42,64,64,90,169,103,61,81,94,158,29,61,149,45,105,53,115,73,146,115,102,94,35,42,137,140,158,124,70,149,124,175,64,146,37,115,81,149,149,81,70,93,124,158,115,105,139,81,72,136,194,24,90,64,187,69,61,61,146,27,149,175,115,115,118,149,201,158,115,105,84,127,136,187,158,81,123,136,93,127,160,146,139,81,89,139,114,89,51,114,159,185,157,81,84,127,114,84,139,139,123,69,42,105,84,89,104,104,61,81,148,51,24,63,145,127,174,148,63,102,127,89,148,145,127,69,29,72,159,148,135,126,89,126,53,51,167,44,190,184,193,51,145,89,60,53,114,135,83,114,114,148,44,24,53,138,167,219,41,138,12,199,80,72,117,72,51,63,44,44,101,169,126,116,88,63,113,177,53,116,44,116,51,113,80,71,104,92,92,92,104,186,199,147,69,168,193,176,184,92,116,200,199,126,168,92,137,137,83,80,134,137,144,213,200,158,113,192,144,116,185,63,36,29,122,185,122,137,134,28,36,71,173,236,185,155,68,116,176
