1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248
156,156,139,161,156,134,148,120,139,142,139,134,112,109,145,131,96,156,144,101,144,153,153,136,158,131,181,147,147,166,139,161,153,179,166,131,136,117,174,166,193,123,203,174,199,139,212,117,153,144,153,174,193,177,153,174,174,193,144,166,177,177,166,136,166,131,57,82,89,82,67,50,52,47,40,77,136,169,99,123,136,156,123,123,55,29,55,82,96,109,117,101,82,91,117,136,136,153,144,147,158,158,136,199,133,77,40,67,80,109,136,158,155,188,153,109,136,139,122,139,117,130,136,153,169,138,158,188,136,77,122,176,136,153,144,174,130,153,144,136,153,153,136,136,130,117,130,179,158,119,155,153,144,136,144,96,109,158,109,130,147,119,138,111,111,136,130,109,130,130,96,158,109,153,166,153,144,155,158,109,166,160,122,122,84,67,82,133,152,158,179,152,144,158,144,160,122,174,111,130,133,117,96,122,144,144,155,144,152,174,152,136,174,202,165,165,188,157,122,119,103,71,71,130,122,152,157,152,152,143,138,122,119,122,135,165,101,157,135,152,130,119,160,157,130,135,157,143,135,173,152,173,130,143,187,84,119,88,40,67,82,84,82,40,61,91,82,82,84,82,88,103,101,91,88,84,111,69,135,96,138,124,96,111,122,88,103,96,82,67,82,101,116,82,77,103,88,84,88,84,101,88,82,96,67,67,101,108,82,71,88,101,98,82,101,116,96,119,91,71,88,82,88,96,96,96,88,88,122,116,84,84,82,108,71,77,96,51,67,82,55,67,61,67,77,98,72,77,77,100,116
172,156,150,179,125,123,134,104,123,131,156,131,96,104,117,139,123,139,137,174,137,153,137,131,153,153,153,131,144,153,158,179,161,174,169,139,174,136,166,186,174,174,174,166,158,177,136,123,156,158,174,158,153,197,166,153,174,205,158,186,131,186,169,156,161,117,57,99,136,111,67,55,39,38,62,77,96,133,120,158,156,166,166,84,50,32,50,55,101,104,104,117,109,96,82,101,123,139,155,153,139,176,161,144,131,109,72,45,77,131,174,176,166,169,119,91,144,144,109,144,144,125,144,153,144,147,153,174,147,117,130,158,153,174,169,169,158,166,181,166,125,166,144,138,122,109,119,144,144,136,158,158,153,122,147,119,153,130,98,109,144,109,101,98,101,125,133,130,130,136,153,136,125,166,153,122,144,147,153,155,179,147,91,77,55,57,98,152,192,160,179,144,108,136,138,122,136,144,136,122,122,138,122,130,152,133,130,157,166,144,152,157,152,157,152,174,155,136,165,136,69,67,77,146,152,108,143,143,101,108,119,103,116,96,165,155,165,130,132,157,165,135,138,119,130,143,157,152,143,165,155,173,130,119,135,157,111,103,57,71,71,46,96,88,88,72,77,82,84,77,88,101,88,71,82,82,98,82,101,91,130,101,135,101,132,108,101,119,96,67,71,135,77,96,103,88,77,67,130,61,91,122,88,77,71,77,108,119,103,98,103,108,122,116,130,101,103,116,82,67,77,82,91,108,88,96,119,96,96,108,88,77,96,96,82,67,71,84,77,61,61,67,61,61,71,71,69,62,95,116,95
150,161,161,115,137,125,112,128,134,134,139,137,101,96,101,131,153,137,188,203,101,120,145,158,139,186,117,139,144,158,158,158,177,156,136,139,153,144,179,153,177,179,169,161,177,161,153,156,161,153,169,166,153,186,203,136,166,203,179,217,174,120,147,174,153,109,101,144,139,123,111,82,67,45,42,55,84,96,125,147,158,144,174,82,26,42,12,37,42,61,84,109,101,89,96,125,153,123,166,153,155,109,169,199,179,109,69,84,153,136,139,161,131,109,122,153,130,153,130,136,136,122,155,147,136,136,136,158,158,136,122,136,136,166,176,158,169,169,174,181,133,174,136,104,144,144,133,130,144,144,147,136,104,147,117,147,138,136,136,96,136,130,122,122,122,122,136,153,144,144,174,144,174,136,153,136,125,153,158,181,144,138,101,77,50,61,117,136,186,176,174,111,136,96,160,125,144,136,160,122,138,158,117,96,136,136,117,144,160,152,130,152,144,165,188,136,152,160,130,111,91,96,122,136,116,108,122,160,143,122,108,116,146,152,135,135,152,122,108,138,101,132,178,130,157,143,116,168,152,122,152,157,152,116,122,135,122,108,61,55,71,55,71,79,88,88,61,77,88,71,62,88,103,61,98,98,79,77,122,91,101,82,122,122,108,111,101,96,91,130,101,61,135,82,88,101,88,67,71,96,71,101,79,77,98,82,108,119,77,96,103,116,152,143,108,79,98,88,119,84,71,88,88,96,88,91,88,84,96,96,96,84,82,84,96,82,61,67,77,71,71,67,51,67,77,51,61,95,116,100,100
148,177,125,134,156,107,139,148,134,145,174,158,123,89,109,123,137,161,153,137,120,147,174,174,144,139,131,156,136,144,174,174,153,144,125,123,139,158,158,144,158,166,193,156,131,158,199,123,109,125,174,166,193,133,144,174,179,203,179,166,197,153,169,188,139,125,156,144,125,169,131,96,50,50,55,67,45,77,120,147,120,120,101,111,34,26,19,27,34,27,55,71,117,117,89,111,133,158,169,174,131,192,153,117,179,117,101,179,144,147,174,144,101,125,130,84,109,109,144,109,139,136,122,153,166,122,117,130,130,136,133,101,111,130,166,158,158,158,176,153,144,155,153,130,136,153,138,136,166,147,119,166,169,153,144,138,144,166,101,101,144,144,158,122,122,155,153,138,144,174,138,181,158,155,144,181,153,138,174,136,153,176,136,98,50,47,101,130,186,186,122,138,130,117,133,136,138,130,147,91,158,152,101,119,144,157,144,122,136,176,125,195,122,157,178,144,188,130,108,101,116,136,116,82,89,116,136,136,135,130,119,122,122,130,130,111,98,157,108,96,135,130,130,130,108,116,111,130,157,135,194,146,143,135,108,122,91,91,96,77,62,77,71,71,72,88,79,71,88,77,122,101,82,88,101,67,116,84,108,122,91,101,116,155,146,108,116,116,122,108,79,55,77,67,82,88,98,108,96,101,67,67,96,98,82,101,98,88,71,77,108,138,122,116,71,82,88,71,122,96,71,119,111,77,103,91,72,77,108,82,82,71,88,88,108,88,103,61,61,71,77,67,61,61,67,82,88,96,121,95,95
139,134,104,123,156,158,156,134,161,174,137,134,123,109,123,139,134,123,156,156,137,161,139,144,123,153,158,174,158,156,169,158,123,147,144,123,117,144,153,153,158,174,169,153,153,161,179,144,133,156,166,156,158,166,166,179,179,195,188,181,169,174,195,144,133,158,144,166,153,120,109,101,61,47,45,47,45,71,61,67,104,109,111,99,29,12,26,32,12,17,26,34,91,131,55,57,131,166,179,131,188,117,123,158,174,153,186,153,179,144,144,136,136,122,109,136,111,117,101,117,147,153,101,155,122,130,101,101,104,122,104,55,71,96,133,158,155,153,158,122,136,158,153,144,119,138,158,144,160,153,136,158,179,181,169,169,186,153,136,136,158,158,136,144,174,160,147,122,138,186,166,166,195,158,181,160,158,153,181,169,174,155,101,77,50,57,101,144,179,176,133,155,117,119,98,152,130,101,133,144,152,144,147,133,122,144,152,144,152,166,157,166,157,178,165,144,152,147,122,116,116,119,89,82,119,157,136,130,160,130,122,122,157,103,103,116,138,168,89,116,96,165,116,103,89,72,96,116,138,152,108,152,155,143,116,82,77,71,72,82,77,61,57,71,77,77,96,91,96,116,108,71,71,91,77,96,77,84,108,101,88,103,101,108,108,108,101,101,108,108,101,96,67,79,101,82,111,82,77,108,79,88,84,67,77,101,71,72,77,82,101,111,96,71,67,91,82,84,108,82,88,96,129,88,98,82,72,84,96,88,77,55,72,77,116,101,110,46,55,71,88,71,77,47,96,96,77,67,100,91,91
148,142,161,99,128,177,125,125,128,117,125,145,139,123,131,145,158,123,153,147,174,120,134,120,153,169,174,161,166,156,120,144,158,161,153,133,120,144,179,156,166,166,158,166,174,174,166,181,156,153,158,147,186,179,153,161,193,195,186,177,174,203,193,161,136,144,181,136,89,91,123,139,71,50,61,62,50,57,38,55,91,84,82,62,42,45,34,29,26,37,17,26,61,91,61,45,61,77,158,186,123,158,174,111,131,158,195,166,147,186,122,147,136,125,91,77,101,77,101,101,136,101,122,202,101,122,96,136,176,122,55,45,37,71,122,155,147,153,136,117,153,158,122,188,84,169,176,144,133,155,158,144,166,174,186,188,181,174,169,166,174,169,174,158,119,144,166,166,153,158,192,166,144,174,160,144,174,174,166,166,155,136,84,61,61,80,109,147,152,144,130,130,133,111,158,130,117,122,130,169,133,144,166,152,144,152,122,147,168,157,186,157,166,166,147,157,160,155,108,96,165,116,98,136,119,124,146,144,143,135,116,157,155,135,89,96,157,96,124,101,77,82,116,89,96,82,82,108,122,122,135,178,157,160,108,89,67,84,82,96,82,88,77,62,82,91,88,103,108,88,98,119,116,71,82,96,101,101,98,77,111,101,88,108,88,101,101,77,84,84,79,67,82,82,96,101,82,88,111,96,108,82,69,79,82,116,71,61,96,101,108,88,77,71,101,61,96,96,71,88,101,72,122,84,67,82,84,101,118,101,82,69,108,101,132,91,72,47,71,71,108,79,72,69,82,77,67,61,77,95,82
159,101,142,112,99,137,137,139,104,101,125,137,148,137,123,120,169,147,131,158,145,131,174,139,174,156,153,131,158,153,158,174,197,181,136,144,153,139,186,169,179,131,193,166,166,169,166,158,158,158,179,169,158,144,156,174,199,186,177,166,188,177,179,179,133,120,177,96,82,136,158,169,91,71,50,61,61,45,52,50,80,77,67,72,89,69,38,21,37,40,40,32,47,55,61,47,40,67,109,144,166,136,153,117,131,179,174,158,153,111,131,147,122,89,109,104,125,119,96,96,99,161,179,133,136,119,130,144,147,119,62,37,52,84,147,147,188,133,130,147,136,179,147,153,186,122,153,169,153,144,155,125,122,166,186,179,186,160,153,166,186,186,166,158,160,158,158,155,166,174,192,158,153,158,136,158,158,144,166,166,181,153,84,72,62,71,119,166,166,147,138,122,144,136,130,136,166,160,108,125,130,152,158,174,169,130,117,144,174,166,174,157,155,144,130,174,166,122,130,122,157,133,98,136,124,119,152,136,135,157,132,130,155,122,96,124,101,103,124,71,89,61,122,101,101,108,101,116,108,91,168,130,135,135,89,89,82,72,98,88,96,67,82,57,82,96,79,101,116,96,79,108,116,88,108,77,108,67,108,82,88,88,62,79,116,122,111,77,96,103,88,84,71,108,96,108,122,82,103,116,122,108,82,71,71,77,88,96,101,116,88,72,67,84,96,88,111,88,88,51,101,88,88,77,79,88,84,82,122,122,96,96,135,154,82,96,77,61,71,77,82,82,71,71,51,82,82,71,61,88,82
137,142,177,148,104,139,134,142,131,117,137,156,137,137,139,112,156,147,117,139,169,169,137,109,166,137,131,169,158,153,188,193,144,156,166,158,166,144,158,193,166,181,181,156,166,156,174,174,188,158,174,174,125,144,174,158,158,169,186,144,166,169,174,174,181,161,169,123,117,156,161,156,96,62,55,61,67,57,62,80,77,84,77,71,77,72,32,32,71,82,61,50,55,71,77,52,45,45,69,111,169,123,109,153,123,174,158,136,144,133,101,84,82,96,117,133,117,117,82,111,122,147,147,82,186,139,109,119,186,109,89,69,101,122,133,155,166,153,136,166,144,197,153,111,160,202,130,186,166,122,144,158,136,144,160,169,174,144,136,181,188,179,174,136,166,158,147,160,181,176,160,158,158,155,130,144,192,144,158,166,174,147,109,98,71,80,130,169,158,152,152,117,147,136,130,186,174,144,138,130,122,152,152,144,144,144,144,152,186,174,144,157,152,138,136,147,157,136,119,116,125,130,108,119,136,116,144,144,143,165,135,101,135,89,111,101,77,89,79,77,77,71,132,116,101,108,122,135,116,96,122,72,96,96,62,108,61,89,71,71,101,57,72,108,88,96,108,122,82,82,119,108,108,101,96,88,72,108,96,122,79,119,103,88,122,108,119,122,82,82,116,119,116,82,116,116,96,108,108,98,124,119,88,77,96,77,88,116,103,116,82,91,69,71,116,143,101,77,77,82,98,82,71,79,72,62,67,101,116,101,101,88,88,96,88,96,67,84,61,71,82,96,61,61,61,82,82,77,67,71,82
148,142,134,134,137,148,156,156,139,174,156,139,137,137,169,139,101,139,158,131,166,123,131,117,131,139,145,147,161,136,195,179,161,156,179,153,158,193,179,156,161,205,169,174,169,181,179,193,153,153,156,179,153,123,156,153,169,156,181,147,177,174,186,174,193,153,156,195,136,144,174,136,99,67,71,62,50,57,77,96,91,82,91,69,72,61,40,55,61,77,67,71,89,80,72,80,45,24,50,82,120,161,186,176,147,136,153,153,192,136,61,69,89,144,153,139,153,133,96,122,144,130,96,122,125,130,122,169,158,130,104,119,122,117,138,136,153,169,144,144,117,122,144,147,153,158,202,153,130,166,153,153,136,133,153,155,160,166,186,166,186,153,147,117,220,82,181,197,179,158,174,158,144,174,169,174,179,153,144,174,166,153,130,101,55,82,144,155,147,152,147,122,122,130,138,192,122,166,152,108,192,179,152,144,144,144,144,144,166,178,144,152,152,147,168,152,144,133,96,96,101,108,116,108,130,122,116,165,168,146,160,122,122,116,111,98,77,77,82,96,82,82,122,96,103,101,122,135,122,91,91,89,71,55,82,77,82,51,77,82,71,79,67,82,77,116,122,103,96,82,79,84,108,116,96,88,96,79,96,122,71,132,96,77,91,98,101,111,88,130,192,146,96,135,108,116,77,101,98,96,82,96,116,108,61,71,111,101,88,96,82,71,71,98,84,119,103,88,96,82,71,88,88,88,71,67,101,103,96,82,72,91,91,103,82,71,96,101,69,77,88,67,55,71,88,82,77,96,67,61,72
139,137,134,123,134,161,181,150,123,145,153,148,145,156,148,131,161,104,158,179,137,131,158,147,153,123,139,153,166,161,205,193,144,144,136,144,166,186,174,179,158,166,199,174,136,179,193,197,136,153,136,139,161,161,158,166,179,153,158,199,174,158,219,181,197,174,161,181,193,144,181,131,96,77,52,71,57,77,109,77,89,77,61,96,50,42,61,61,50,67,72,72,91,123,123,61,47,32,37,69,153,144,156,179,158,109,144,188,147,139,125,101,122,155,144,131,144,174,136,119,136,136,117,111,82,117,144,122,130,136,130,109,109,109,130,158,138,133,111,136,153,174,169,158,130,174,174,158,158,166,199,144,147,174,147,136,166,169,136,166,166,138,144,192,119,176,186,125,174,174,186,144,174,195,186,174,153,179,169,166,166,144,136,130,109,122,144,153,144,174,117,122,130,108,125,130,147,152,160,144,130,186,152,169,136,101,122,152,176,176,144,130,136,130,186,144,116,147,122,108,111,101,125,130,136,136,144,152,152,122,152,155,146,143,111,116,77,89,96,84,89,96,96,82,82,82,89,82,98,108,98,96,67,46,89,77,84,91,79,96,91,82,55,67,116,108,101,96,101,71,96,88,108,116,57,103,61,124,77,96,103,108,130,67,88,101,122,116,152,130,88,108,135,108,91,101,135,51,77,98,88,91,96,124,101,61,84,101,82,96,101,69,135,135,61,88,67,82,82,88,91,116,96,67,77,91,82,71,82,96,91,82,82,77,61,71,116,96,82,51,61,61,82,77,96,84,88,88,79,67,67
