1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192
2,5,4,6,4,5,6,2,4,4,2,5,3,4,4,5,3,3,6,5,5,8,2,7,4,6,4,2,9,13,4,4,6,7,2,2,20,6,4,5,2,2,6,4,4,7,4,2,4,4,4,6,2,6,4,4,6,11,4,4,4,9,8,5,6,5,4,4,4,6,1,1,9,6,4,8,6,5,2,3,6,4,4,5,9,6,4,8,6,5,4,9,5,4,3,5,9,9,5,6,4,2,4,4,3,3,2,3,1,5,1,2,11,8,2,2,3,2,3,2,1,2,3,3,2,1,2,2,4,4,1,1,3,1,1,2,2,3,2,5,2,4,6,3,5,2,6,3,5,2,2,3,3,2,2,3,6,2,4,3,2,6,2,2,3,8,5,4,3,2,3,4,2,4,4,2,9,7,4,4,4,4,3,3,4,4,2,2,2,2,4,4,4,4,3,4,3,2,4,4,4,4,6,5,4,5,5,3,3,4,7,6,3,4,4,4,3,13,12,4,7,6,4,3,3,3,6,5,4,5,2,2,8,3,3,6,8,11,4,1,10,5,4,2,2,4,1,12,8,1,5,2,8,6,1,3,3,5,6,2,14,8,3,2,10,6,1,4,3,4,4,4,4,3,5,2,5,8,6,5,4,4,4,11,2,1,2,2,2,2,1,2,3,3,2,5,4,4,4,8,4,2,4,3,3,6,6,6,7,6,3,4,3,4,4,4,5,3,5,4,4,7,5,5,5,5,8,4,5,8,2,3,4,5,5,6,6,4,3,2,2,5,7,5,5,5,6,4,4,3,3
3,5,6,4,4,1,3,4,2,3,4,4,4,4,6,4,6,3,10,3,6,3,8,4,6,3,4,8,4,5,5,6,9,5,4,4,1,8,2,2,4,4,6,4,4,6,8,4,4,4,5,3,2,4,8,4,5,5,2,6,4,5,8,1,4,23,3,5,4,4,6,2,4,5,4,5,5,4,11,4,4,4,4,9,7,9,9,6,5,4,3,4,4,4,6,4,4,4,4,5,6,3,3,3,2,2,4,3,2,1,3,4,4,8,5,5,3,2,2,2,2,1,3,3,2,2,4,1,4,1,1,2,2,1,5,3,1,3,3,3,4,5,2,6,1,3,3,1,2,2,4,4,3,2,2,2,5,1,4,2,4,5,2,9,5,2,5,2,4,5,2,1,4,5,9,17,4,5,6,2,5,4,3,4,4,4,4,2,2,3,4,5,3,3,4,4,4,4,4,4,5,5,4,5,4,4,3,4,5,5,2,2,6,4,1,5,11,4,2,4,6,3,5,5,1,7,5,2,3,3,3,3,2,3,8,3,5,4,2,5,5,2,6,8,2,3,5,2,7,3,1,5,3,3,4,4,6,5,7,1,6,4,4,1,10,2,3,5,3,3,3,2,3,4,6,9,11,1,3,7,3,3,4,4,2,1,5,3,1,5,2,3,3,5,1,5,4,2,3,7,2,3,9,6,4,4,3,6,14,3,2,7,6,4,5,3,5,5,6,5,3,5,7,5,5,7,5,2,5,3,3,9,5,3,4,7,8,4,2,2,3,5,4,5,5,7,4,4,4,5,4
3,4,4,3,4,3,3,4,3,4,3,3,5,6,5,6,4,4,8,2,4,4,5,2,6,6,2,4,6,5,5,4,4,5,6,2,5,8,2,4,4,5,6,4,4,5,4,4,1,5,7,2,6,4,4,3,4,4,8,5,6,4,5,9,5,2,16,7,6,4,5,4,4,4,6,3,6,6,2,4,4,6,4,5,9,9,4,9,5,5,4,2,5,5,3,4,3,2,7,6,8,4,3,4,2,2,3,2,1,2,3,3,6,6,5,4,3,2,3,2,1,2,3,2,2,5,1,2,3,1,2,2,1,4,2,2,1,2,2,2,2,1,9,2,2,3,3,6,2,1,2,1,2,2,1,2,2,2,4,3,4,2,3,3,2,4,6,3,2,4,3,2,4,5,5,9,2,4,8,1,6,2,4,4,4,4,4,2,3,3,6,4,4,4,5,3,9,4,4,4,4,4,4,4,4,4,4,4,5,6,6,7,4,4,4,4,4,3,4,4,7,4,2,8,4,3,8,3,3,2,4,4,5,3,5,4,4,6,3,3,4,4,8,4,3,3,5,4,2,3,5,2,5,7,4,4,9,8,7,5,5,2,4,1,3,2,6,7,2,3,3,4,13,3,5,3,1,3,5,1,4,3,7,3,4,3,3,4,4,1,5,3,2,2,3,5,9,8,1,3,3,8,5,5,4,3,4,5,2,5,3,3,7,5,4,5,11,5,5,6,5,4,6,7,7,4,3,3,5,4,3,11,7,2,3,4,6,6,3,3,3,4,3,6,5,6,4,5,4,4,7
3,5,4,5,6,3,3,4,4,4,2,4,5,3,4,5,3,4,4,4,3,4,5,3,4,4,4,6,6,2,4,4,3,4,5,5,5,9,3,3,4,2,2,4,5,5,2,2,9,3,1,6,4,2,1,9,4,4,16,4,5,3,2,5,6,4,3,8,4,4,2,4,16,5,9,6,4,1,4,7,4,3,6,9,4,13,4,6,4,5,1,11,3,6,4,4,5,4,8,13,6,6,2,4,2,1,2,2,2,2,2,2,5,4,4,2,3,5,3,2,1,2,3,3,2,2,2,1,1,2,3,2,1,4,1,1,3,3,2,1,6,6,2,2,2,2,2,3,1,2,2,1,1,2,1,2,3,2,1,1,6,1,6,1,4,6,4,4,1,3,4,4,2,2,11,5,11,2,13,1,6,2,4,6,2,4,2,3,5,4,5,6,6,6,4,3,9,7,5,3,3,6,4,2,4,4,6,4,6,7,11,4,2,6,4,1,4,8,3,3,7,6,2,4,4,4,7,3,4,3,4,4,5,4,5,3,2,3,3,2,4,8,5,2,2,8,4,3,4,3,3,4,5,2,1,3,6,3,4,9,4,2,3,5,4,7,6,4,2,2,4,5,7,5,2,9,3,5,1,12,3,3,3,5,3,1,1,3,5,1,2,4,2,4,5,9,2,7,2,5,3,4,4,6,7,3,4,3,3,12,9,2,8,5,6,9,6,3,5,5,6,5,4,7,8,4,3,3,3,8,3,3,11,2,3,3,4,4,3,5,4,5,5,6,2,5,5,4,2,6,8
4,4,4,4,5,4,2,3,3,4,4,4,4,4,3,4,5,4,4,4,6,5,6,4,2,3,4,4,5,5,6,4,4,4,5,5,4,5,4,4,2,6,5,4,9,5,3,3,2,4,4,2,4,4,4,4,6,1,6,5,3,5,8,4,4,4,6,4,2,9,5,4,7,13,2,6,2,4,6,4,2,4,6,2,11,3,9,5,1,5,4,4,6,2,2,3,5,4,8,6,6,5,3,2,1,2,2,2,2,3,2,2,2,4,3,3,2,2,2,2,2,1,2,5,3,1,3,2,1,2,2,2,2,2,2,1,3,3,4,6,1,1,5,1,3,7,2,2,2,3,2,1,1,1,2,2,1,1,2,2,5,6,4,4,5,4,6,3,3,2,4,3,2,3,6,2,2,13,4,3,2,5,9,8,2,3,3,2,5,4,5,12,6,7,2,12,3,5,4,3,4,4,3,2,5,4,2,4,8,8,3,3,5,4,4,4,4,5,4,3,3,7,3,1,13,5,3,6,4,3,7,9,7,3,4,3,4,6,3,8,8,11,2,3,5,3,9,2,5,2,3,4,3,4,4,3,3,7,5,3,4,3,4,5,2,7,4,3,3,3,5,8,4,4,5,5,6,2,5,3,7,7,2,1,3,3,3,1,3,5,3,5,3,3,3,2,5,9,2,4,4,3,8,6,4,4,2,2,6,3,20,3,9,5,5,6,5,7,4,5,4,5,4,3,6,3,6,3,3,1,5,3,9,3,4,5,3,3,4,6,3,5,4,9,2,4,7,2,4,4,4
3,3,8,4,5,4,4,4,6,3,4,5,6,8,3,4,6,5,5,5,6,4,3,4,3,2,5,6,6,6,5,5,4,3,4,4,4,2,4,6,5,4,5,6,4,4,4,4,5,4,4,4,6,6,3,3,5,2,6,4,3,2,9,4,2,6,4,3,4,4,6,4,4,4,2,4,3,6,4,2,6,5,4,6,1,12,1,4,4,5,4,2,8,2,5,4,3,6,4,4,4,4,4,1,3,2,4,1,2,1,2,2,2,2,3,5,1,1,3,4,1,2,1,3,2,2,2,6,3,2,1,1,2,1,3,2,2,2,4,2,1,3,5,2,5,2,2,2,2,1,1,2,3,3,2,2,3,2,2,2,2,2,3,4,5,4,5,5,1,2,2,3,4,4,2,6,7,4,5,8,2,9,6,4,4,3,5,4,3,3,3,7,5,5,4,5,4,1,6,2,4,3,3,5,6,4,1,5,4,8,4,4,6,6,4,5,2,4,5,3,3,6,4,2,5,3,8,5,1,9,4,7,8,3,3,6,7,4,5,8,3,4,3,8,2,2,4,3,4,5,3,4,3,7,8,3,5,11,3,4,7,2,5,4,3,4,4,3,7,6,4,5,7,11,5,3,9,7,6,4,4,7,1,3,7,3,3,5,3,2,3,5,3,3,3,7,11,5,1,2,6,6,8,3,3,9,7,3,7,14,5,5,4,3,3,7,3,4,5,5,6,3,5,3,4,5,6,2,5,1,13,6,6,4,3,2,3,4,7,5,2,5,1,13,1,6,7,2,5,2,7
6,3,5,5,4,3,13,4,4,3,2,5,6,5,2,2,4,8,6,9,4,4,2,8,4,2,6,12,6,4,4,5,4,3,6,4,8,5,3,4,4,6,5,5,3,4,4,4,7,4,5,5,5,5,9,2,8,9,2,2,5,5,5,8,3,4,6,8,4,4,4,5,4,4,3,2,6,3,2,9,6,2,2,4,4,2,6,4,2,1,4,5,3,6,5,6,4,6,4,2,6,4,2,4,1,2,2,2,1,1,3,3,2,3,3,5,2,3,2,2,2,1,5,2,1,3,1,3,4,1,1,1,2,1,4,6,1,4,2,2,3,3,3,3,3,2,2,1,2,1,2,5,4,1,2,3,2,2,1,1,4,4,2,2,3,5,3,2,2,2,4,6,3,2,2,4,8,8,7,9,4,4,11,5,2,3,5,5,4,4,4,5,5,6,7,3,3,5,3,4,2,5,6,4,4,4,4,4,5,6,8,2,9,5,4,5,4,4,3,4,4,4,5,4,1,6,4,3,5,8,5,2,7,6,4,6,4,3,6,4,2,4,8,3,2,4,3,7,3,6,4,3,4,4,7,5,7,4,11,5,3,7,4,4,4,5,5,6,5,5,4,7,7,3,5,3,7,7,7,9,5,4,4,3,4,4,3,3,3,3,5,4,1,3,3,3,4,4,5,3,7,6,3,5,5,5,5,5,5,3,4,4,4,5,5,6,5,1,5,7,6,5,4,5,2,5,4,3,3,2,4,2,5,4,4,3,3,5,8,6,3,3,3,3,3,7,3,8,3,5,7
2,6,2,2,5,3,4,6,2,3,2,3,4,2,3,3,4,9,6,20,4,3,5,6,4,4,5,5,5,5,5,4,5,2,4,4,8,9,2,6,4,4,4,5,5,4,2,4,6,4,2,5,6,6,3,5,5,9,4,3,4,4,4,5,6,4,5,2,4,6,4,6,11,4,2,6,5,3,4,4,4,2,4,5,5,3,2,5,1,3,6,2,4,6,6,2,3,4,8,3,5,4,4,2,2,2,5,2,1,1,2,2,2,4,5,4,2,2,1,5,2,2,2,2,2,3,4,2,2,2,2,2,3,3,2,3,2,4,1,3,6,2,2,2,1,2,2,2,2,2,2,3,3,3,2,3,4,3,1,1,2,2,2,2,3,6,6,3,2,1,3,4,1,3,2,3,7,13,6,5,6,3,5,6,4,2,3,4,5,4,4,6,7,4,4,9,3,4,4,2,3,4,4,3,3,4,4,5,6,3,8,5,4,5,4,5,5,5,4,5,6,3,3,3,4,5,1,7,13,4,6,4,5,7,7,3,4,4,2,3,3,5,3,1,5,3,3,3,4,6,4,4,7,6,4,6,5,3,3,2,3,3,5,2,5,5,5,4,2,4,7,3,4,4,3,3,8,5,6,4,3,8,4,4,3,4,4,5,5,5,12,3,4,4,4,4,1,3,5,3,3,9,3,3,5,4,4,5,14,7,1,5,6,3,4,1,3,3,6,7,3,7,13,3,1,6,5,3,5,8,1,11,3,5,9,2,1,6,6,5,5,2,4,4,4,7,2,4,4,11,4
5,3,6,4,4,2,8,4,6,2,4,2,3,3,5,4,4,5,6,8,3,1,4,5,4,3,4,5,3,6,9,4,6,2,3,5,4,5,4,4,5,4,6,5,5,5,4,4,5,2,3,5,10,8,4,9,3,9,6,4,4,9,11,1,2,6,6,2,2,5,4,4,4,4,5,4,5,3,3,4,5,4,1,3,5,5,3,4,6,3,1,3,4,3,5,1,2,6,5,4,5,5,3,4,3,5,2,2,3,1,1,3,9,6,2,3,3,5,2,3,2,3,2,3,5,2,2,4,2,1,4,3,4,4,3,3,4,1,3,1,6,2,2,2,2,2,2,2,4,1,6,2,2,3,2,2,3,2,1,2,1,1,1,1,2,3,5,2,1,4,4,2,3,2,7,4,5,4,5,3,9,9,5,3,5,5,2,3,4,6,6,5,5,5,2,5,8,2,2,2,4,4,3,7,4,1,4,3,4,7,4,6,4,2,4,4,4,5,4,4,3,3,2,3,3,6,4,5,6,6,5,4,4,3,4,2,4,7,3,2,3,5,2,3,3,4,4,5,5,12,3,3,5,8,6,4,6,2,4,1,7,3,8,2,9,3,7,2,3,5,5,3,5,5,3,11,1,5,6,9,4,3,4,4,5,3,4,4,5,7,6,2,8,3,1,2,2,3,2,2,4,5,2,3,13,5,3,7,4,2,3,2,3,3,7,5,2,3,4,6,5,4,5,8,3,2,4,3,2,7,3,3,8,5,4,5,3,11,8,2,3,6,8,4,4,6,3,3,3,8,4
4,4,6,4,3,4,3,1,6,6,4,5,6,5,2,4,4,5,5,3,5,5,4,5,2,3,3,5,4,5,6,5,4,4,3,4,5,8,4,2,5,8,4,4,4,5,6,2,3,5,4,2,6,4,12,2,4,4,6,4,4,5,4,4,5,2,9,4,1,2,5,8,2,5,6,4,5,8,4,2,4,5,6,5,4,3,3,2,3,2,5,4,4,5,5,4,2,3,2,1,3,3,2,2,1,3,5,3,1,1,4,4,1,1,5,3,5,6,3,2,5,3,2,2,4,3,2,2,3,2,2,3,2,5,2,1,4,2,3,1,1,5,5,2,3,3,2,2,2,2,4,4,2,2,3,1,2,3,1,4,2,2,2,1,2,3,4,3,2,4,5,2,5,3,2,1,11,4,5,4,11,6,4,4,5,5,2,2,11,3,4,15,2,4,3,9,3,5,2,2,2,6,6,2,4,6,7,2,6,7,7,5,8,5,5,4,4,4,3,4,3,3,3,3,1,4,3,4,4,5,3,1,6,5,4,4,5,8,4,3,4,5,3,3,2,5,6,7,2,5,5,4,3,5,6,4,6,5,4,3,8,3,4,5,3,6,8,4,6,6,4,6,6,6,6,3,1,8,13,1,4,8,3,1,4,5,7,7,5,6,1,7,4,1,14,2,5,3,4,5,8,6,2,2,6,7,1,5,13,3,2,5,4,7,2,14,3,2,5,5,3,3,11,1,4,1,3,5,6,2,8,2,5,4,1,6,17,3,3,4,3,8,7,4,2,4,4,4,3,5,5
